Quarter end,symbol,company,sector
2017-12-30,HOLX,"Hologic, Inc.",Healthcare
2017-09-30,HOLX,"Hologic, Inc.",Healthcare
2017-07-01,HOLX,"Hologic, Inc.",Healthcare
2017-04-01,HOLX,"Hologic, Inc.",Healthcare
2016-12-31,HOLX,"Hologic, Inc.",Healthcare
2016-09-24,HOLX,"Hologic, Inc.",Healthcare
2016-06-25,HOLX,"Hologic, Inc.",Healthcare
2016-03-26,HOLX,"Hologic, Inc.",Healthcare
2015-12-26,HOLX,"Hologic, Inc.",Healthcare
2015-09-26,HOLX,"Hologic, Inc.",Healthcare
2015-06-27,HOLX,"Hologic, Inc.",Healthcare
2015-03-28,HOLX,"Hologic, Inc.",Healthcare
2014-12-27,HOLX,"Hologic, Inc.",Healthcare
2014-09-27,HOLX,"Hologic, Inc.",Healthcare
2014-06-28,HOLX,"Hologic, Inc.",Healthcare
2014-03-29,HOLX,"Hologic, Inc.",Healthcare
2013-12-28,HOLX,"Hologic, Inc.",Healthcare
2013-09-28,HOLX,"Hologic, Inc.",Healthcare
2013-06-29,HOLX,"Hologic, Inc.",Healthcare
2013-03-30,HOLX,"Hologic, Inc.",Healthcare
2012-12-29,HOLX,"Hologic, Inc.",Healthcare
2012-09-29,HOLX,"Hologic, Inc.",Healthcare
2012-06-23,HOLX,"Hologic, Inc.",Healthcare
2012-03-24,HOLX,"Hologic, Inc.",Healthcare
2011-12-24,HOLX,"Hologic, Inc.",Healthcare
2011-09-24,HOLX,"Hologic, Inc.",Healthcare
2011-06-25,HOLX,"Hologic, Inc.",Healthcare
2011-03-26,HOLX,"Hologic, Inc.",Healthcare
2010-12-25,HOLX,"Hologic, Inc.",Healthcare
2010-09-25,HOLX,"Hologic, Inc.",Healthcare
2010-06-26,HOLX,"Hologic, Inc.",Healthcare
2010-03-27,HOLX,"Hologic, Inc.",Healthcare
2009-12-26,HOLX,"Hologic, Inc.",Healthcare
2009-09-26,HOLX,"Hologic, Inc.",Healthcare
2009-06-27,HOLX,"Hologic, Inc.",Healthcare
2009-03-28,HOLX,"Hologic, Inc.",Healthcare
2008-12-27,HOLX,"Hologic, Inc.",Healthcare
2008-09-27,HOLX,"Hologic, Inc.",Healthcare
2008-06-28,HOLX,"Hologic, Inc.",Healthcare
2008-03-29,HOLX,"Hologic, Inc.",Healthcare
2007-12-29,HOLX,"Hologic, Inc.",Healthcare
2007-09-29,HOLX,"Hologic, Inc.",Healthcare
2007-06-30,HOLX,"Hologic, Inc.",Healthcare
2007-03-31,HOLX,"Hologic, Inc.",Healthcare
2006-12-30,HOLX,"Hologic, Inc.",Healthcare
2006-09-30,HOLX,"Hologic, Inc.",Healthcare
2006-06-24,HOLX,"Hologic, Inc.",Healthcare
2006-03-25,HOLX,"Hologic, Inc.",Healthcare
2005-12-24,HOLX,"Hologic, Inc.",Healthcare
2005-09-24,HOLX,"Hologic, Inc.",Healthcare
2005-06-25,HOLX,"Hologic, Inc.",Healthcare
2005-03-26,HOLX,"Hologic, Inc.",Healthcare
2004-12-25,HOLX,"Hologic, Inc.",Healthcare
2004-09-25,HOLX,"Hologic, Inc.",Healthcare
2004-06-26,HOLX,"Hologic, Inc.",Healthcare
2004-03-27,HOLX,"Hologic, Inc.",Healthcare
2003-12-27,HOLX,"Hologic, Inc.",Healthcare
2003-09-27,HOLX,"Hologic, Inc.",Healthcare
2003-06-28,HOLX,"Hologic, Inc.",Healthcare
2003-03-29,HOLX,"Hologic, Inc.",Healthcare
2002-12-28,HOLX,"Hologic, Inc.",Healthcare
2002-09-28,HOLX,"Hologic, Inc.",Healthcare
2002-06-29,HOLX,"Hologic, Inc.",Healthcare
2002-03-30,HOLX,"Hologic, Inc.",Healthcare
2001-12-29,HOLX,"Hologic, Inc.",Healthcare
2001-09-29,HOLX,"Hologic, Inc.",Healthcare
2001-06-30,HOLX,"Hologic, Inc.",Healthcare
2001-03-31,HOLX,"Hologic, Inc.",Healthcare
2000-12-30,HOLX,"Hologic, Inc.",Healthcare
2000-09-30,HOLX,"Hologic, Inc.",Healthcare
2000-07-01,HOLX,"Hologic, Inc.",Healthcare
2000-03-25,HOLX,"Hologic, Inc.",Healthcare
2019-06-30,HON,Honeywell International Inc.,Industrial Goods
2019-03-31,HON,Honeywell International Inc.,Industrial Goods
2018-12-31,HON,Honeywell International Inc.,Industrial Goods
2018-09-30,HON,Honeywell International Inc.,Industrial Goods
2018-06-30,HON,Honeywell International Inc.,Industrial Goods
2018-03-31,HON,Honeywell International Inc.,Industrial Goods
2017-12-31,HON,Honeywell International Inc.,Industrial Goods
2017-09-30,HON,Honeywell International Inc.,Industrial Goods
2017-06-30,HON,Honeywell International Inc.,Industrial Goods
2017-03-31,HON,Honeywell International Inc.,Industrial Goods
2016-12-31,HON,Honeywell International Inc.,Industrial Goods
2016-09-30,HON,Honeywell International Inc.,Industrial Goods
2016-06-30,HON,Honeywell International Inc.,Industrial Goods
2016-03-31,HON,Honeywell International Inc.,Industrial Goods
2015-12-31,HON,Honeywell International Inc.,Industrial Goods
2015-09-30,HON,Honeywell International Inc.,Industrial Goods
2015-06-30,HON,Honeywell International Inc.,Industrial Goods
2015-03-31,HON,Honeywell International Inc.,Industrial Goods
2014-12-31,HON,Honeywell International Inc.,Industrial Goods
2014-09-30,HON,Honeywell International Inc.,Industrial Goods
2014-06-30,HON,Honeywell International Inc.,Industrial Goods
2014-03-31,HON,Honeywell International Inc.,Industrial Goods
2013-12-31,HON,Honeywell International Inc.,Industrial Goods
2013-09-30,HON,Honeywell International Inc.,Industrial Goods
2013-06-30,HON,Honeywell International Inc.,Industrial Goods
2013-03-31,HON,Honeywell International Inc.,Industrial Goods
2012-12-31,HON,Honeywell International Inc.,Industrial Goods
2012-09-30,HON,Honeywell International Inc.,Industrial Goods
2012-06-30,HON,Honeywell International Inc.,Industrial Goods
2012-03-31,HON,Honeywell International Inc.,Industrial Goods
2011-12-31,HON,Honeywell International Inc.,Industrial Goods
2011-09-30,HON,Honeywell International Inc.,Industrial Goods
2011-06-30,HON,Honeywell International Inc.,Industrial Goods
2011-03-31,HON,Honeywell International Inc.,Industrial Goods
2010-12-31,HON,Honeywell International Inc.,Industrial Goods
2010-09-30,HON,Honeywell International Inc.,Industrial Goods
2010-06-30,HON,Honeywell International Inc.,Industrial Goods
2010-03-31,HON,Honeywell International Inc.,Industrial Goods
2009-12-31,HON,Honeywell International Inc.,Industrial Goods
2009-09-30,HON,Honeywell International Inc.,Industrial Goods
2009-06-30,HON,Honeywell International Inc.,Industrial Goods
2009-03-31,HON,Honeywell International Inc.,Industrial Goods
2008-12-31,HON,Honeywell International Inc.,Industrial Goods
2008-09-30,HON,Honeywell International Inc.,Industrial Goods
2008-06-30,HON,Honeywell International Inc.,Industrial Goods
2008-03-31,HON,Honeywell International Inc.,Industrial Goods
2007-12-31,HON,Honeywell International Inc.,Industrial Goods
2007-09-30,HON,Honeywell International Inc.,Industrial Goods
2007-06-30,HON,Honeywell International Inc.,Industrial Goods
2007-03-31,HON,Honeywell International Inc.,Industrial Goods
2006-12-31,HON,Honeywell International Inc.,Industrial Goods
2006-09-30,HON,Honeywell International Inc.,Industrial Goods
2006-06-30,HON,Honeywell International Inc.,Industrial Goods
2006-03-31,HON,Honeywell International Inc.,Industrial Goods
2005-12-31,HON,Honeywell International Inc.,Industrial Goods
2005-09-30,HON,Honeywell International Inc.,Industrial Goods
2005-06-30,HON,Honeywell International Inc.,Industrial Goods
2005-03-31,HON,Honeywell International Inc.,Industrial Goods
2004-12-31,HON,Honeywell International Inc.,Industrial Goods
2004-09-30,HON,Honeywell International Inc.,Industrial Goods
2004-06-30,HON,Honeywell International Inc.,Industrial Goods
2004-03-31,HON,Honeywell International Inc.,Industrial Goods
2003-12-31,HON,Honeywell International Inc.,Industrial Goods
2003-09-30,HON,Honeywell International Inc.,Industrial Goods
2003-06-30,HON,Honeywell International Inc.,Industrial Goods
2003-03-31,HON,Honeywell International Inc.,Industrial Goods
2002-12-31,HON,Honeywell International Inc.,Industrial Goods
2002-09-30,HON,Honeywell International Inc.,Industrial Goods
2002-06-30,HON,Honeywell International Inc.,Industrial Goods
2002-03-31,HON,Honeywell International Inc.,Industrial Goods
2001-12-31,HON,Honeywell International Inc.,Industrial Goods
2001-09-30,HON,Honeywell International Inc.,Industrial Goods
2001-06-30,HON,Honeywell International Inc.,Industrial Goods
2001-03-31,HON,Honeywell International Inc.,Industrial Goods
2000-12-31,HON,Honeywell International Inc.,Industrial Goods
2000-09-30,HON,Honeywell International Inc.,Industrial Goods
2000-06-30,HON,Honeywell International Inc.,Industrial Goods
2000-03-31,HON,Honeywell International Inc.,Industrial Goods
2019-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2019-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2018-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2018-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2018-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2018-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2017-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2017-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2017-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2017-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2016-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2016-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2016-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2016-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2015-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2015-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2015-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2015-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2014-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2014-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2014-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2014-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2013-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2013-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2013-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2013-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2012-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2012-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2012-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2012-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2011-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2011-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2011-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2011-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2010-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2010-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2010-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2010-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2009-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2009-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2009-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2009-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2008-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2008-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2008-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2008-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2007-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2007-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2007-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2007-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2006-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2006-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2006-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2006-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2005-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2005-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2005-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2005-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2004-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2004-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2004-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2004-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2003-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2003-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2003-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2003-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2002-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2002-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2002-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2002-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2001-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2001-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2001-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2001-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2000-12-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2000-09-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2000-06-30,HP,"Helmerich & Payne, Inc.",Basic Materials
2000-03-31,HP,"Helmerich & Payne, Inc.",Basic Materials
2019-04-30,HPE,Hewlett Packard Enterprise Company,Technology
2019-01-31,HPE,Hewlett Packard Enterprise Company,Technology
2018-10-31,HPE,Hewlett Packard Enterprise Company,Technology
2018-07-31,HPE,Hewlett Packard Enterprise Company,Technology
2018-04-30,HPE,Hewlett Packard Enterprise Company,Technology
2018-01-31,HPE,Hewlett Packard Enterprise Company,Technology
2017-10-31,HPE,Hewlett Packard Enterprise Company,Technology
2017-07-31,HPE,Hewlett Packard Enterprise Company,Technology
2017-04-30,HPE,Hewlett Packard Enterprise Company,Technology
2017-01-31,HPE,Hewlett Packard Enterprise Company,Technology
2016-10-31,HPE,Hewlett Packard Enterprise Company,Technology
2016-07-31,HPE,Hewlett Packard Enterprise Company,Technology
2016-04-30,HPE,Hewlett Packard Enterprise Company,Technology
2016-01-31,HPE,Hewlett Packard Enterprise Company,Technology
2015-10-31,HPE,Hewlett Packard Enterprise Company,Technology
2019-04-30,HPQ,HP Inc.,Technology
2019-01-31,HPQ,HP Inc.,Technology
2018-10-31,HPQ,HP Inc.,Technology
2018-07-31,HPQ,HP Inc.,Technology
2018-04-30,HPQ,HP Inc.,Technology
2018-01-31,HPQ,HP Inc.,Technology
2017-10-31,HPQ,HP Inc.,Technology
2017-07-31,HPQ,HP Inc.,Technology
2017-04-30,HPQ,HP Inc.,Technology
2017-01-31,HPQ,HP Inc.,Technology
2016-10-31,HPQ,HP Inc.,Technology
2016-07-31,HPQ,HP Inc.,Technology
2016-04-30,HPQ,HP Inc.,Technology
2016-01-31,HPQ,HP Inc.,Technology
2015-10-31,HPQ,HP Inc.,Technology
2015-07-31,HPQ,HP Inc.,Technology
2015-04-30,HPQ,HP Inc.,Technology
2015-01-31,HPQ,HP Inc.,Technology
2014-10-31,HPQ,HP Inc.,Technology
2014-07-31,HPQ,HP Inc.,Technology
2014-04-30,HPQ,HP Inc.,Technology
2014-01-31,HPQ,HP Inc.,Technology
2013-10-31,HPQ,HP Inc.,Technology
2013-07-31,HPQ,HP Inc.,Technology
2013-04-30,HPQ,HP Inc.,Technology
2013-01-31,HPQ,HP Inc.,Technology
2012-10-31,HPQ,HP Inc.,Technology
2012-07-31,HPQ,HP Inc.,Technology
2012-04-30,HPQ,HP Inc.,Technology
2012-01-31,HPQ,HP Inc.,Technology
2011-10-31,HPQ,HP Inc.,Technology
2011-07-31,HPQ,HP Inc.,Technology
2011-04-30,HPQ,HP Inc.,Technology
2011-01-31,HPQ,HP Inc.,Technology
2010-10-31,HPQ,HP Inc.,Technology
2010-07-31,HPQ,HP Inc.,Technology
2010-04-30,HPQ,HP Inc.,Technology
2010-01-31,HPQ,HP Inc.,Technology
2009-10-31,HPQ,HP Inc.,Technology
2009-07-31,HPQ,HP Inc.,Technology
2009-04-30,HPQ,HP Inc.,Technology
2009-01-31,HPQ,HP Inc.,Technology
2008-10-31,HPQ,HP Inc.,Technology
2008-07-31,HPQ,HP Inc.,Technology
2008-04-30,HPQ,HP Inc.,Technology
2008-01-31,HPQ,HP Inc.,Technology
2007-10-31,HPQ,HP Inc.,Technology
2007-07-31,HPQ,HP Inc.,Technology
2007-04-30,HPQ,HP Inc.,Technology
2007-01-31,HPQ,HP Inc.,Technology
2006-10-31,HPQ,HP Inc.,Technology
2006-07-31,HPQ,HP Inc.,Technology
2006-04-30,HPQ,HP Inc.,Technology
2006-01-31,HPQ,HP Inc.,Technology
2005-10-31,HPQ,HP Inc.,Technology
2005-07-31,HPQ,HP Inc.,Technology
2005-04-30,HPQ,HP Inc.,Technology
2005-01-31,HPQ,HP Inc.,Technology
2004-10-31,HPQ,HP Inc.,Technology
2004-07-31,HPQ,HP Inc.,Technology
2004-04-30,HPQ,HP Inc.,Technology
2004-01-31,HPQ,HP Inc.,Technology
2003-10-31,HPQ,HP Inc.,Technology
2003-07-31,HPQ,HP Inc.,Technology
2003-04-30,HPQ,HP Inc.,Technology
2003-01-31,HPQ,HP Inc.,Technology
2002-10-31,HPQ,HP Inc.,Technology
2002-07-31,HPQ,HP Inc.,Technology
2002-04-30,HPQ,HP Inc.,Technology
2002-01-31,HPQ,HP Inc.,Technology
2001-10-31,HPQ,HP Inc.,Technology
2001-07-31,HPQ,HP Inc.,Technology
2001-04-30,HPQ,HP Inc.,Technology
2001-01-31,HPQ,HP Inc.,Technology
2000-10-31,HPQ,HP Inc.,Technology
2000-07-31,HPQ,HP Inc.,Technology
2000-04-30,HPQ,HP Inc.,Technology
2000-01-31,HPQ,HP Inc.,Technology
2019-04-30,HRB,"H&R Block, Inc.",Services
2019-01-31,HRB,"H&R Block, Inc.",Services
2018-10-31,HRB,"H&R Block, Inc.",Services
2018-07-31,HRB,"H&R Block, Inc.",Services
2018-04-30,HRB,"H&R Block, Inc.",Services
2018-01-31,HRB,"H&R Block, Inc.",Services
2017-10-31,HRB,"H&R Block, Inc.",Services
2017-07-31,HRB,"H&R Block, Inc.",Services
2017-04-30,HRB,"H&R Block, Inc.",Services
2017-01-31,HRB,"H&R Block, Inc.",Services
2016-10-31,HRB,"H&R Block, Inc.",Services
2016-07-31,HRB,"H&R Block, Inc.",Services
2016-04-30,HRB,"H&R Block, Inc.",Services
2016-01-31,HRB,"H&R Block, Inc.",Services
2015-10-31,HRB,"H&R Block, Inc.",Services
2015-07-31,HRB,"H&R Block, Inc.",Services
2015-04-30,HRB,"H&R Block, Inc.",Services
2015-01-31,HRB,"H&R Block, Inc.",Services
2014-10-31,HRB,"H&R Block, Inc.",Services
2014-07-31,HRB,"H&R Block, Inc.",Services
2014-04-30,HRB,"H&R Block, Inc.",Services
2014-01-31,HRB,"H&R Block, Inc.",Services
2013-10-31,HRB,"H&R Block, Inc.",Services
2013-07-31,HRB,"H&R Block, Inc.",Services
2013-04-30,HRB,"H&R Block, Inc.",Services
2013-01-31,HRB,"H&R Block, Inc.",Services
2012-10-31,HRB,"H&R Block, Inc.",Services
2012-07-31,HRB,"H&R Block, Inc.",Services
2012-04-30,HRB,"H&R Block, Inc.",Services
2012-01-31,HRB,"H&R Block, Inc.",Services
2011-10-31,HRB,"H&R Block, Inc.",Services
2011-07-31,HRB,"H&R Block, Inc.",Services
2011-04-30,HRB,"H&R Block, Inc.",Services
2011-01-31,HRB,"H&R Block, Inc.",Services
2010-10-31,HRB,"H&R Block, Inc.",Services
2010-07-31,HRB,"H&R Block, Inc.",Services
2010-04-30,HRB,"H&R Block, Inc.",Services
2010-01-31,HRB,"H&R Block, Inc.",Services
2009-10-31,HRB,"H&R Block, Inc.",Services
2009-07-31,HRB,"H&R Block, Inc.",Services
2009-04-30,HRB,"H&R Block, Inc.",Services
2009-01-31,HRB,"H&R Block, Inc.",Services
2008-10-31,HRB,"H&R Block, Inc.",Services
2008-07-31,HRB,"H&R Block, Inc.",Services
2008-04-30,HRB,"H&R Block, Inc.",Services
2008-01-31,HRB,"H&R Block, Inc.",Services
2007-10-31,HRB,"H&R Block, Inc.",Services
2007-07-31,HRB,"H&R Block, Inc.",Services
2007-04-30,HRB,"H&R Block, Inc.",Services
2007-01-31,HRB,"H&R Block, Inc.",Services
2006-10-31,HRB,"H&R Block, Inc.",Services
2006-07-31,HRB,"H&R Block, Inc.",Services
2006-04-30,HRB,"H&R Block, Inc.",Services
2006-01-31,HRB,"H&R Block, Inc.",Services
2005-10-31,HRB,"H&R Block, Inc.",Services
2005-07-31,HRB,"H&R Block, Inc.",Services
2005-04-30,HRB,"H&R Block, Inc.",Services
2005-01-31,HRB,"H&R Block, Inc.",Services
2004-10-31,HRB,"H&R Block, Inc.",Services
2004-07-31,HRB,"H&R Block, Inc.",Services
2004-04-30,HRB,"H&R Block, Inc.",Services
2004-01-31,HRB,"H&R Block, Inc.",Services
2003-10-31,HRB,"H&R Block, Inc.",Services
2003-07-31,HRB,"H&R Block, Inc.",Services
2003-04-30,HRB,"H&R Block, Inc.",Services
2003-01-31,HRB,"H&R Block, Inc.",Services
2002-10-31,HRB,"H&R Block, Inc.",Services
2002-07-31,HRB,"H&R Block, Inc.",Services
2002-04-30,HRB,"H&R Block, Inc.",Services
2002-01-31,HRB,"H&R Block, Inc.",Services
2001-10-31,HRB,"H&R Block, Inc.",Services
2001-07-31,HRB,"H&R Block, Inc.",Services
2001-04-30,HRB,"H&R Block, Inc.",Services
2001-01-31,HRB,"H&R Block, Inc.",Services
2000-10-31,HRB,"H&R Block, Inc.",Services
2000-07-31,HRB,"H&R Block, Inc.",Services
2000-04-30,HRB,"H&R Block, Inc.",Services
2000-01-31,HRB,"H&R Block, Inc.",Services
2019-04-28,HRL,Hormel Foods Corporation,Consumer Goods
2019-01-27,HRL,Hormel Foods Corporation,Consumer Goods
2018-10-28,HRL,Hormel Foods Corporation,Consumer Goods
2018-07-29,HRL,Hormel Foods Corporation,Consumer Goods
2018-04-29,HRL,Hormel Foods Corporation,Consumer Goods
2018-01-28,HRL,Hormel Foods Corporation,Consumer Goods
2017-10-29,HRL,Hormel Foods Corporation,Consumer Goods
2017-07-30,HRL,Hormel Foods Corporation,Consumer Goods
2017-04-30,HRL,Hormel Foods Corporation,Consumer Goods
2017-01-29,HRL,Hormel Foods Corporation,Consumer Goods
2016-10-30,HRL,Hormel Foods Corporation,Consumer Goods
2016-07-24,HRL,Hormel Foods Corporation,Consumer Goods
2016-04-24,HRL,Hormel Foods Corporation,Consumer Goods
2016-01-24,HRL,Hormel Foods Corporation,Consumer Goods
2015-10-25,HRL,Hormel Foods Corporation,Consumer Goods
2015-07-26,HRL,Hormel Foods Corporation,Consumer Goods
2015-04-26,HRL,Hormel Foods Corporation,Consumer Goods
2015-01-25,HRL,Hormel Foods Corporation,Consumer Goods
2014-10-26,HRL,Hormel Foods Corporation,Consumer Goods
2014-07-27,HRL,Hormel Foods Corporation,Consumer Goods
2014-04-27,HRL,Hormel Foods Corporation,Consumer Goods
2014-01-26,HRL,Hormel Foods Corporation,Consumer Goods
2013-10-27,HRL,Hormel Foods Corporation,Consumer Goods
2013-07-28,HRL,Hormel Foods Corporation,Consumer Goods
2013-04-28,HRL,Hormel Foods Corporation,Consumer Goods
2013-01-27,HRL,Hormel Foods Corporation,Consumer Goods
2012-10-28,HRL,Hormel Foods Corporation,Consumer Goods
2012-07-29,HRL,Hormel Foods Corporation,Consumer Goods
2012-04-29,HRL,Hormel Foods Corporation,Consumer Goods
2012-01-29,HRL,Hormel Foods Corporation,Consumer Goods
2011-10-30,HRL,Hormel Foods Corporation,Consumer Goods
2011-07-31,HRL,Hormel Foods Corporation,Consumer Goods
2011-05-01,HRL,Hormel Foods Corporation,Consumer Goods
2011-01-30,HRL,Hormel Foods Corporation,Consumer Goods
2010-10-31,HRL,Hormel Foods Corporation,Consumer Goods
2010-07-25,HRL,Hormel Foods Corporation,Consumer Goods
2010-04-25,HRL,Hormel Foods Corporation,Consumer Goods
2010-01-24,HRL,Hormel Foods Corporation,Consumer Goods
2009-10-25,HRL,Hormel Foods Corporation,Consumer Goods
2009-07-26,HRL,Hormel Foods Corporation,Consumer Goods
2009-04-26,HRL,Hormel Foods Corporation,Consumer Goods
2009-01-25,HRL,Hormel Foods Corporation,Consumer Goods
2008-10-26,HRL,Hormel Foods Corporation,Consumer Goods
2008-07-27,HRL,Hormel Foods Corporation,Consumer Goods
2008-04-27,HRL,Hormel Foods Corporation,Consumer Goods
2008-01-27,HRL,Hormel Foods Corporation,Consumer Goods
2007-10-28,HRL,Hormel Foods Corporation,Consumer Goods
2007-07-29,HRL,Hormel Foods Corporation,Consumer Goods
2007-04-29,HRL,Hormel Foods Corporation,Consumer Goods
2007-01-28,HRL,Hormel Foods Corporation,Consumer Goods
2006-10-29,HRL,Hormel Foods Corporation,Consumer Goods
2006-07-30,HRL,Hormel Foods Corporation,Consumer Goods
2006-04-30,HRL,Hormel Foods Corporation,Consumer Goods
2006-01-29,HRL,Hormel Foods Corporation,Consumer Goods
2005-10-30,HRL,Hormel Foods Corporation,Consumer Goods
2005-07-31,HRL,Hormel Foods Corporation,Consumer Goods
2005-05-01,HRL,Hormel Foods Corporation,Consumer Goods
2005-01-30,HRL,Hormel Foods Corporation,Consumer Goods
2004-10-30,HRL,Hormel Foods Corporation,Consumer Goods
2004-07-24,HRL,Hormel Foods Corporation,Consumer Goods
2004-04-24,HRL,Hormel Foods Corporation,Consumer Goods
2004-01-24,HRL,Hormel Foods Corporation,Consumer Goods
2003-10-25,HRL,Hormel Foods Corporation,Consumer Goods
2003-07-26,HRL,Hormel Foods Corporation,Consumer Goods
2003-04-26,HRL,Hormel Foods Corporation,Consumer Goods
2003-01-25,HRL,Hormel Foods Corporation,Consumer Goods
2002-10-26,HRL,Hormel Foods Corporation,Consumer Goods
2002-07-27,HRL,Hormel Foods Corporation,Consumer Goods
2002-04-27,HRL,Hormel Foods Corporation,Consumer Goods
2002-01-26,HRL,Hormel Foods Corporation,Consumer Goods
2001-10-27,HRL,Hormel Foods Corporation,Consumer Goods
2001-07-28,HRL,Hormel Foods Corporation,Consumer Goods
2001-04-28,HRL,Hormel Foods Corporation,Consumer Goods
2001-01-27,HRL,Hormel Foods Corporation,Consumer Goods
2000-10-28,HRL,Hormel Foods Corporation,Consumer Goods
2000-07-29,HRL,Hormel Foods Corporation,Consumer Goods
2000-04-29,HRL,Hormel Foods Corporation,Consumer Goods
2000-01-29,HRL,Hormel Foods Corporation,Consumer Goods
2019-03-30,HSIC,"Henry Schein, Inc.",Services
2018-12-29,HSIC,"Henry Schein, Inc.",Services
2018-09-29,HSIC,"Henry Schein, Inc.",Services
2018-06-30,HSIC,"Henry Schein, Inc.",Services
2018-03-31,HSIC,"Henry Schein, Inc.",Services
2017-12-30,HSIC,"Henry Schein, Inc.",Services
2017-09-30,HSIC,"Henry Schein, Inc.",Services
2017-07-01,HSIC,"Henry Schein, Inc.",Services
2017-04-01,HSIC,"Henry Schein, Inc.",Services
2016-12-31,HSIC,"Henry Schein, Inc.",Services
2016-09-24,HSIC,"Henry Schein, Inc.",Services
2016-06-25,HSIC,"Henry Schein, Inc.",Services
